Species1,Family1,Order1,Beak.Length_Culmen,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Hand-Wing.Index,Tail.Length,Mass,Habitat,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Migration,Range.Size,Min.Latitude,Max.Latitude,Centroid.Longitude,Centroid.Latitude
Eudyptes moseleyi,Spheniscidae,Sphenisciformes,53.4,14.0,20.4,34.8,102.2,5.5,62.4,2327.9,Marine,Carnivore,Aquatic predator,Aquatic,2.0,248.71,-40.37,-37.06,11.18,-38.2
Eudyptes pachyrhynchus,Spheniscidae,Sphenisciformes,49.4,16.4,23.7,31.1,155.3,3.3,90.8,3904.9,Marine,Carnivore,Aquatic predator,Aquatic,2.0,26.15,-47.28,-43.74,167.43,-45.62
Eudyptes robustus,Spheniscidae,Sphenisciformes,56.1,16.0,25.7,28.0,97.8,6.2,84.5,3038.0,Marine,Carnivore,Aquatic predator,Aquatic,2.0,2.9,-48.04,-48.0,166.55,-48.01
Eudyptes schlegeli,Spheniscidae,Sphenisciformes,70.7,16.4,26.9,29.7,121.0,5.2,95.2,4242.6,Marine,Carnivore,Aquatic predator,Aquatic,2.0,127.71,-54.78,-54.49,158.88,-54.63
Eudyptes sclateri,Spheniscidae,Sphenisciformes,66.2,17.6,27.2,29.4,111.3,5.9,94.0,5889.0,Marine,Carnivore,Aquatic predator,Aquatic,2.0,23.43,-49.72,-47.69,178.81,-49.61
Eudyptula minor,Spheniscidae,Sphenisciformes,47.5,6.9,13.7,22.1,67.2,5.6,27.0,1107.8,Marine,Carnivore,Aquatic predator,Aquatic,2.0,365250.03,-47.47,-30.49,162.19,-40.8
Megadyptes antipodes,Spheniscidae,Sphenisciformes,64.7,10.8,20.0,33.1,128.2,7.1,58.7,5326.2,Marine,Carnivore,Aquatic predator,Aquatic,1.0,80802.25,-52.83,-41.23,170.53,-45.92
Pygoscelis adeliae,Spheniscidae,Sphenisciformes,59.7,12.9,17.2,32.5,94.5,7.4,139.0,4847.7,Marine,Carnivore,Aquatic predator,Aquatic,2.0,148210.8,-78.19,-54.4,99.28,-70.24
Pygoscelis antarcticus,Spheniscidae,Sphenisciformes,61.8,14.8,19.2,27.0,100.5,4.8,138.0,4146.1,Marine,Carnivore,Aquatic predator,Aquatic,2.0,12591.58,-68.89,-53.97,-39.89,-61.33
Pygoscelis papua,Spheniscidae,Sphenisciformes,64.8,12.4,17.0,33.0,126.1,5.0,122.8,5933.0,Marine,Carnivore,Aquatic predator,Aquatic,2.0,31443.71,-64.78,-45.97,-25.6,-54.31
Spheniscus demersus,Spheniscidae,Sphenisciformes,61.5,10.1,24.3,32.3,98.5,3.7,28.5,3130.1,Marine,Carnivore,Aquatic predator,Aquatic,2.0,330067.23,-35.98,-17.07,21.46,-31.44
Spheniscus humboldti,Spheniscidae,Sphenisciformes,63.7,9.1,21.1,39.0,105.2,4.4,28.1,4366.4,Marine,Carnivore,Aquatic predator,Aquatic,2.0,73314.02,-55.93,-4.87,-73.78,-23.48
Spheniscus magellanicus,Spheniscidae,Sphenisciformes,60.2,10.2,23.4,35.5,109.6,3.8,23.4,4105.1,Marine,Carnivore,Aquatic predator,Aquatic,2.0,940638.86,-56.72,-33.67,-69.55,-49.07
Spheniscus mendiculus,Spheniscidae,Sphenisciformes,63.9,8.0,17.5,25.9,82.8,4.8,26.1,1921.9,Marine,Carnivore,Aquatic predator,Aquatic,2.0,1040.81,-1.31,0.17,-91.4,-0.48
Aegolius acadicus,Strigidae,Strigiformes,18.2,7.0,10.5,23.6,135.2,29.8,78.0,100.7,Forest,Carnivore,Vertivore,Insessorial,3.0,5712891.95,17.47,61.96,-101.55,46.64
Aegolius funereus,Strigidae,Strigiformes,18.2,7.9,10.5,23.4,169.1,31.5,102.5,137.2,Forest,Carnivore,Vertivore,Insessorial,2.0,23596074.83,32.16,70.23,32.73,57.12
Aegolius harrisii,Strigidae,Strigiformes,22.0,7.6,12.4,28.1,150.1,27.1,72.9,120.0,Forest,Carnivore,Vertivore,Insessorial,1.0,1098550.77,-32.8,10.58,-53.48,-22.44
Aegolius ridgwayi,Strigidae,Strigiformes,18.4,7.9,10.9,23.3,138.3,24.9,67.2,80.0,Forest,Carnivore,Vertivore,Insessorial,2.0,43992.75,8.78,17.36,-91.02,15.28
Asio abyssinicus,Strigidae,Strigiformes,35.3,8.9,14.3,57.6,334.5,40.3,162.8,322.5,Forest,Carnivore,Vertivore,Aerial,1.0,153995.93,-5.26,14.1,34.82,4.65
Asio capensis,Strigidae,Strigiformes,28.1,9.7,13.4,50.9,283.2,40.2,140.8,334.0,Grassland,Carnivore,Vertivore,Generalist,1.0,7302556.68,-34.84,35.93,28.65,-10.23
Asio clamator,Strigidae,Strigiformes,32.9,10.4,17.5,46.1,248.9,19.3,135.6,443.3,Grassland,Carnivore,Vertivore,Aerial,1.0,7163922.1,-36.81,19.05,-56.57,-14.33
Asio flammeus,Strigidae,Strigiformes,27.3,9.0,13.0,42.5,297.2,47.5,146.5,322.6,Grassland,Carnivore,Vertivore,Aerial,3.0,39874062.36,-55.05,74.25,11.33,49.62
Asio madagascariensis,Strigidae,Strigiformes,33.6,11.4,17.2,42.7,256.8,31.1,147.0,322.5,Forest,Carnivore,Vertivore,Aerial,1.0,579908.5,-25.61,-11.95,46.73,-19.33
Asio otus,Strigidae,Strigiformes,28.3,8.8,12.5,40.1,280.7,41.2,137.0,296.6,Forest,Carnivore,Vertivore,Aerial,2.0,27618929.92,27.64,70.53,26.52,50.73
Asio stygius,Strigidae,Strigiformes,41.8,9.9,17.1,42.5,326.8,41.6,173.7,565.0,Forest,Carnivore,Vertivore,Insessorial,1.0,5017278.49,-30.54,28.77,-57.14,-14.23
Athene blewitti,Strigidae,Strigiformes,20.0,8.7,14.2,24.1,145.7,23.2,68.3,241.0,Woodland,Carnivore,Vertivore,Insessorial,1.0,5435.61,19.52,21.9,76.64,21.48
Athene brama,Strigidae,Strigiformes,19.7,7.5,11.3,25.6,153.0,29.2,74.2,112.0,Human Modified,Carnivore,Invertivore,Insessorial,1.0,5213398.06,8.07,34.13,82.93,21.94
Athene cunicularia,Strigidae,Strigiformes,24.1,7.9,13.7,43.4,180.0,28.3,80.2,150.6,Grassland,Carnivore,Vertivore,Generalist,1.0,14303129.42,-53.49,53.84,-79.83,3.15
Athene noctua,Strigidae,Strigiformes,18.8,7.8,11.4,32.6,157.0,31.8,74.2,168.9,Human Modified,Carnivore,Omnivore,Insessorial,1.0,26742298.73,5.35,57.82,58.9,40.42
Athene superciliaris,Strigidae,Strigiformes,25.4,9.7,14.5,36.1,194.0,27.6,118.2,231.0,Shrubland,Carnivore,Invertivore,Insessorial,1.0,415419.42,-25.61,-11.95,46.8,-19.41
Bubo africanus,Strigidae,Strigiformes,38.3,12.3,19.4,61.9,311.4,30.8,175.9,645.0,Rock,Carnivore,Vertivore,Generalist,1.0,9185929.09,-34.84,25.39,27.06,-13.17
Bubo ascalaphus,Strigidae,Strigiformes,39.8,13.0,20.0,75.9,362.0,34.5,187.0,2100.0,Desert,Carnivore,Vertivore,Insessorial,1.0,3200038.62,12.74,37.35,6.51,27.62
Bubo bengalensis,Strigidae,Strigiformes,45.2,13.2,20.7,73.1,378.8,36.5,190.2,1100.0,Rock,Carnivore,Vertivore,Insessorial,1.0,3283460.59,8.07,35.48,76.9,23.34
Bubo blakistoni,Strigidae,Strigiformes,52.3,19.7,27.8,83.0,508.0,26.6,261.0,3850.0,Riverine,Carnivore,Aquatic predator,Insessorial,1.0,2289996.15,34.35,62.17,134.2,51.14
Bubo bubo,Strigidae,Strigiformes,50.4,17.9,26.0,79.9,438.5,33.0,244.5,2668.5,Rock,Carnivore,Vertivore,Insessorial,1.0,31974373.19,22.18,69.57,80.8,49.31
Bubo capensis,Strigidae,Strigiformes,40.0,12.6,21.2,73.0,361.0,33.4,189.8,1118.6,Shrubland,Carnivore,Vertivore,Insessorial,1.0,1905194.15,-34.84,15.15,25.55,-23.74
Bubo cinerascens,Strigidae,Strigiformes,37.0,11.6,17.1,63.3,299.4,32.9,161.8,500.0,Rock,Carnivore,Vertivore,Insessorial,1.0,9679896.35,-2.41,20.0,18.05,10.5
Bubo coromandus,Strigidae,Strigiformes,43.5,14.1,22.0,59.4,397.0,34.3,205.5,1392.2,Woodland,Carnivore,Vertivore,Insessorial,1.0,1428965.17,9.49,33.02,80.11,25.01
Bubo lacteus,Strigidae,Strigiformes,53.8,15.9,27.8,75.1,435.4,29.6,217.8,2114.9,Woodland,Carnivore,Vertivore,Insessorial,1.0,11298632.02,-34.84,17.37,26.28,-4.94
Bubo leucostictus,Strigidae,Strigiformes,32.3,10.8,16.4,46.8,313.6,33.8,188.0,532.5,Forest,Carnivore,Invertivore,Insessorial,1.0,2567896.43,-9.25,10.17,14.2,1.1
Bubo magellanicus,Strigidae,Strigiformes,40.1,12.6,20.2,65.9,336.0,33.6,181.6,1166.4,Forest,Carnivore,Vertivore,Insessorial,1.0,2370543.59,-55.72,-5.46,-69.55,-36.06
Bubo nipalensis,Strigidae,Strigiformes,54.2,19.2,28.6,69.0,426.0,27.9,219.2,1396.4,Forest,Carnivore,Vertivore,Insessorial,1.0,2384160.56,5.92,32.96,96.9,22.43
Bubo philippensis,Strigidae,Strigiformes,47.5,16.4,23.8,67.5,341.2,23.4,166.8,532.5,Forest,Carnivore,Vertivore,Insessorial,1.0,224009.38,5.56,18.65,123.21,12.02
Bubo poensis,Strigidae,Strigiformes,41.5,13.4,22.0,50.3,308.4,22.0,162.7,654.9,Forest,Carnivore,Vertivore,Insessorial,1.0,3809271.04,-10.95,9.7,14.38,1.99
Bubo scandiacus,Strigidae,Strigiformes,44.3,14.9,22.1,62.2,418.8,41.1,215.0,2028.8,Grassland,Carnivore,Vertivore,Insessorial,3.0,5773405.49,52.33,83.63,-28.4,71.95
Bubo shelleyi,Strigidae,Strigiformes,55.4,18.9,29.5,71.5,430.8,24.5,228.8,1257.0,Forest,Carnivore,Vertivore,Insessorial,1.0,1316503.9,-4.14,8.3,15.09,2.66
Bubo sumatranus,Strigidae,Strigiformes,48.6,15.0,23.4,41.3,331.8,25.4,165.6,1525.0,Forest,Carnivore,Vertivore,Insessorial,1.0,1415096.11,-8.85,13.43,108.45,0.29
Bubo virginianus,Strigidae,Strigiformes,44.7,17.8,25.4,75.4,371.2,30.4,197.0,1354.5,Forest,Carnivore,Vertivore,Insessorial,1.0,24426738.59,-35.8,68.52,-94.19,34.04
Ciccaba albitarsis,Strigidae,Strigiformes,32.1,9.5,15.5,48.7,263.6,33.3,143.4,307.5,Forest,Carnivore,Omnivore,Insessorial,1.0,325371.54,-21.09,9.68,-73.69,-3.71
Ciccaba huhula,Strigidae,Strigiformes,36.1,9.0,15.3,44.6,249.5,28.0,148.5,370.0,Forest,Carnivore,Invertivore,Insessorial,1.0,7366712.07,-27.97,8.49,-60.12,-6.08
Ciccaba nigrolineata,Strigidae,Strigiformes,36.6,9.0,16.0,47.4,255.0,28.5,165.2,457.9,Forest,Carnivore,Invertivore,Insessorial,1.0,991396.19,-4.74,21.45,-82.88,11.59
Ciccaba virgata,Strigidae,Strigiformes,33.0,9.0,16.1,40.6,240.6,20.8,149.1,284.0,Forest,Carnivore,Vertivore,Insessorial,1.0,10135669.69,-30.13,28.88,-64.89,-2.47
Glaucidium albertinum,Strigidae,Strigiformes,19.3,7.9,11.2,25.1,130.2,18.3,73.9,73.0,Forest,Carnivore,Invertivore,Insessorial,1.0,32391.82,-4.6,0.41,28.82,-2.23
Glaucidium bolivianum,Strigidae,Strigiformes,14.8,5.6,8.9,20.4,101.6,23.8,61.5,63.0,Forest,Carnivore,Omnivore,Insessorial,1.0,121188.27,-27.24,-6.32,-69.92,-15.46
Glaucidium brasilianum,Strigidae,Strigiformes,15.1,6.1,10.7,17.2,93.8,17.7,62.8,63.3,Shrubland,Carnivore,Invertivore,Insessorial,1.0,14375175.98,-34.98,33.43,-61.15,-6.96
Glaucidium brodiei,Strigidae,Strigiformes,20.5,6.7,10.6,16.7,92.6,20.7,50.4,59.4,Forest,Carnivore,Vertivore,Insessorial,1.0,2470997.29,-2.07,35.64,103.36,23.41
Glaucidium californicum,Strigidae,Strigiformes,13.3,6.0,8.9,20.0,93.5,26.6,67.8,70.5,Forest,Carnivore,Vertivore,Insessorial,2.0,1898663.75,30.26,58.4,-117.87,45.06
Glaucidium capense,Strigidae,Strigiformes,18.2,7.5,11.2,25.6,139.2,29.1,79.5,122.0,Forest,Carnivore,Invertivore,Insessorial,1.0,4071921.71,-34.21,7.84,28.68,-13.88
Glaucidium castanopterum,Strigidae,Strigiformes,19.0,8.2,13.1,22.1,139.6,25.6,69.6,198.2,Forest,Carnivore,Invertivore,Insessorial,1.0,50170.82,-8.85,-7.1,112.38,-7.85
Glaucidium castanotum,Strigidae,Strigiformes,18.5,8.2,11.6,26.9,126.0,25.2,62.4,100.0,Forest,Carnivore,Invertivore,Insessorial,1.0,46677.71,6.04,9.51,80.79,7.62
Glaucidium cobanense,Strigidae,Strigiformes,13.0,6.9,9.8,15.5,87.7,23.2,60.4,61.3,Forest,Carnivore,Invertivore,Insessorial,1.0,68465.71,13.97,16.85,-89.33,14.99
Glaucidium costaricanum,Strigidae,Strigiformes,13.2,6.0,8.9,18.5,93.8,27.7,53.0,66.0,Forest,Carnivore,Invertivore,Insessorial,1.0,10616.37,8.72,10.33,-83.5,9.59
Glaucidium cuculoides,Strigidae,Strigiformes,20.7,8.0,13.4,23.4,147.8,23.3,81.0,198.2,Forest,Carnivore,Invertivore,Insessorial,1.0,4612393.64,8.56,34.93,104.33,23.89
Glaucidium gnoma,Strigidae,Strigiformes,14.1,4.9,9.6,17.4,87.8,19.8,62.5,61.3,Forest,Carnivore,Invertivore,Insessorial,1.0,585868.15,16.09,35.09,-103.88,23.69
Glaucidium griseiceps,Strigidae,Strigiformes,13.4,5.9,9.4,17.8,90.4,26.2,52.2,50.6,Forest,Carnivore,Invertivore,Insessorial,1.0,270382.47,0.66,18.76,-87.49,14.43
Glaucidium hardyi,Strigidae,Strigiformes,14.7,6.4,8.9,18.9,89.5,20.1,48.0,58.3,Forest,Carnivore,Invertivore,Insessorial,1.0,4691899.43,-16.48,7.03,-60.43,-6.14
Glaucidium hoskinsii,Strigidae,Strigiformes,12.9,7.2,9.0,20.4,88.4,23.7,63.1,61.3,Forest,Carnivore,Invertivore,Insessorial,1.0,44146.11,22.87,28.22,-111.34,25.35
Glaucidium jardinii,Strigidae,Strigiformes,14.5,7.0,9.0,21.4,99.6,25.6,65.6,66.9,Forest,Carnivore,Vertivore,Insessorial,1.0,205500.74,-13.22,11.01,-75.88,0.57
Glaucidium minutissimum,Strigidae,Strigiformes,14.6,6.2,8.7,18.4,86.5,21.1,47.8,50.0,Forest,Carnivore,Invertivore,Insessorial,1.0,1209018.27,-26.55,-13.85,-46.99,-20.7
Glaucidium nana,Strigidae,Strigiformes,16.5,6.0,9.4,18.3,95.2,15.7,68.5,73.7,Shrubland,Carnivore,Vertivore,Insessorial,2.0,656548.54,-55.98,-32.35,-71.85,-45.06
Glaucidium nubicola,Strigidae,Strigiformes,14.8,8.2,9.6,16.9,92.0,7.6,44.5,77.5,Forest,Carnivore,Omnivore,Insessorial,1.0,6915.65,-3.64,5.46,-77.43,2.4
Glaucidium palmarum,Strigidae,Strigiformes,13.4,5.8,9.2,17.2,81.5,14.1,59.5,45.7,Forest,Carnivore,Vertivore,Insessorial,1.0,226441.5,15.92,29.64,-103.92,21.57
Glaucidium parkeri,Strigidae,Strigiformes,14.3,6.8,9.3,19.9,93.9,23.6,49.3,61.4,Forest,Carnivore,Vertivore,Insessorial,1.0,29014.24,-13.5,1.16,-76.25,-7.11
Glaucidium passerinum,Strigidae,Strigiformes,14.3,6.1,9.1,15.4,101.2,25.9,58.6,57.9,Forest,Carnivore,Vertivore,Insessorial,2.0,11366077.56,41.14,69.05,79.69,56.73
Glaucidium perlatum,Strigidae,Strigiformes,15.0,7.2,10.1,22.3,110.4,24.5,78.2,79.2,Shrubland,Carnivore,Invertivore,Insessorial,1.0,11923401.87,-30.27,17.6,22.29,-2.11
Glaucidium peruanum,Strigidae,Strigiformes,15.3,6.5,10.3,21.9,94.2,19.9,63.8,62.4,Shrubland,Carnivore,Omnivore,Insessorial,1.0,334618.81,-20.54,0.02,-76.87,-9.64
Glaucidium radiatum,Strigidae,Strigiformes,16.9,7.0,10.5,24.5,123.2,26.9,65.4,101.0,Woodland,Carnivore,Invertivore,Insessorial,1.0,2186922.27,6.62,30.12,80.27,20.48
Glaucidium sanchezi,Strigidae,Strigiformes,14.3,7.7,9.9,19.1,87.5,20.0,55.5,55.0,Forest,Carnivore,Omnivore,Insessorial,1.0,27181.76,20.88,24.88,-98.9,22.87
Glaucidium siju,Strigidae,Strigiformes,15.1,6.2,9.2,21.3,97.2,23.4,62.0,69.5,Forest,Carnivore,Invertivore,Insessorial,1.0,109364.76,19.83,23.19,-79.01,21.61
Glaucidium sjostedti,Strigidae,Strigiformes,21.0,9.0,13.1,27.2,158.0,23.3,90.0,139.0,Forest,Carnivore,Invertivore,Insessorial,1.0,1369630.82,-5.61,6.75,16.5,0.61
Glaucidium tephronotum,Strigidae,Strigiformes,16.0,5.5,9.8,22.3,102.8,11.0,65.0,87.4,Forest,Carnivore,Invertivore,Insessorial,1.0,2054685.26,-5.86,8.69,16.09,2.15
Glaucidium tucumanum,Strigidae,Strigiformes,14.5,8.3,10.2,20.4,95.1,18.2,65.1,57.5,Shrubland,Carnivore,Invertivore,Insessorial,1.0,448119.82,-32.58,-21.75,-61.83,-27.2
Jubula lettii,Strigidae,Strigiformes,27.8,8.9,13.0,35.7,265.0,26.4,158.1,183.0,Forest,Carnivore,Invertivore,Insessorial,1.0,2256025.42,-6.77,7.58,16.83,0.77
Ketupa flavipes,Strigidae,Strigiformes,48.8,16.5,22.7,78.4,432.8,25.8,206.8,2315.0,Riverine,Carnivore,Aquatic predator,Insessorial,1.0,2648554.3,8.56,35.86,109.28,26.34
Ketupa ketupu,Strigidae,Strigiformes,50.3,14.2,21.4,64.6,335.2,21.6,146.2,1293.0,Riverine,Carnivore,Aquatic predator,Insessorial,1.0,2556769.49,-8.85,28.05,105.0,7.38
Ketupa zeylonensis,Strigidae,Strigiformes,49.7,16.9,23.8,71.2,381.1,28.3,187.5,1105.0,Riverine,Carnivore,Aquatic predator,Insessorial,1.0,5475867.52,4.99,37.56,89.06,20.71
Lophostrix cristata,Strigidae,Strigiformes,34.3,10.1,16.2,46.0,309.6,18.1,183.2,538.7,Forest,Carnivore,Invertivore,Insessorial,1.0,5025098.51,-17.04,19.21,-64.51,-3.43
Margarobyas lawrencii,Strigidae,Strigiformes,20.0,6.5,10.8,33.5,143.8,25.2,76.8,95.2,Forest,Carnivore,Invertivore,Insessorial,1.0,109791.53,19.83,23.19,-79.0,21.62
Megascops albogularis,Strigidae,Strigiformes,22.7,7.7,11.4,34.6,196.2,24.6,111.0,159.0,Forest,Carnivore,Invertivore,Insessorial,1.0,244881.91,-17.7,10.77,-75.44,-3.0
Megascops asio,Strigidae,Strigiformes,22.0,6.4,11.8,35.5,168.5,28.8,77.5,180.0,Woodland,Carnivore,Invertivore,Insessorial,1.0,4938942.17,21.45,50.06,-91.47,38.29
Megascops atricapilla,Strigidae,Strigiformes,21.9,7.6,11.3,33.5,171.0,25.0,95.5,118.9,Forest,Carnivore,Invertivore,Insessorial,1.0,990012.51,-29.15,-8.81,-49.69,-22.72
Megascops barbarus,Strigidae,Strigiformes,17.7,6.6,9.7,26.0,136.0,29.0,65.7,69.0,Forest,Carnivore,Invertivore,Insessorial,1.0,18360.29,14.98,17.06,-91.39,16.01
Megascops choliba,Strigidae,Strigiformes,21.8,7.0,11.7,30.0,162.8,21.0,91.3,132.0,Human Modified,Carnivore,Invertivore,Insessorial,1.0,13065137.78,-34.98,12.46,-57.67,-9.8
Megascops clarkii,Strigidae,Strigiformes,22.2,8.1,11.3,38.9,180.8,27.2,90.0,158.5,Forest,Carnivore,Invertivore,Insessorial,1.0,9927.9,7.5,10.79,-82.81,9.37
Megascops colombianus,Strigidae,Strigiformes,24.5,7.0,12.7,38.0,195.5,29.0,99.1,153.0,Forest,Carnivore,Omnivore,Insessorial,1.0,13694.16,-0.23,6.15,-77.27,2.41
Megascops cooperi,Strigidae,Strigiformes,23.8,8.5,12.2,38.7,175.5,24.5,81.0,149.9,Woodland,Carnivore,Invertivore,Insessorial,1.0,78738.89,9.55,16.78,-88.92,13.29
Megascops gilesi,Strigidae,Strigiformes,21.8,7.0,11.7,30.0,162.8,21.0,91.3,132.0,Human Modified,Carnivore,Invertivore,Insessorial,1.0,4488.8,10.68,11.19,-73.69,10.95
Megascops guatemalae,Strigidae,Strigiformes,23.8,6.5,10.4,26.1,157.0,28.8,77.2,118.0,Forest,Carnivore,Invertivore,Insessorial,1.0,660793.49,12.83,29.24,-95.18,19.37
Megascops hoyi,Strigidae,Strigiformes,22.2,7.7,11.4,31.8,170.7,27.4,90.8,110.0,Forest,Carnivore,Invertivore,Insessorial,1.0,54416.26,-27.29,-17.78,-64.62,-22.39
Megascops ingens,Strigidae,Strigiformes,24.3,7.6,11.3,34.8,194.3,27.7,100.7,165.3,Forest,Carnivore,Invertivore,Insessorial,1.0,171538.44,-18.47,11.03,-73.1,-8.25
Megascops kennicottii,Strigidae,Strigiformes,24.4,6.8,12.7,39.9,176.8,27.1,85.2,141.8,Forest,Carnivore,Invertivore,Insessorial,1.0,3582764.44,18.38,61.54,-114.58,38.73
Megascops koepckeae,Strigidae,Strigiformes,21.6,7.6,11.1,35.2,171.2,24.7,89.5,116.9,Forest,Carnivore,Invertivore,Insessorial,1.0,160334.46,-14.53,-5.73,-75.64,-10.92
Megascops marshalli,Strigidae,Strigiformes,21.2,6.4,9.8,32.2,162.2,25.9,83.1,110.0,Forest,Carnivore,Invertivore,Insessorial,1.0,24727.09,-17.37,-10.06,-71.64,-13.46
Megascops nudipes,Strigidae,Strigiformes,22.5,7.9,11.4,38.4,165.6,20.9,92.4,137.3,Forest,Carnivore,Invertivore,Insessorial,1.0,9247.43,17.68,18.52,-66.39,18.22
Megascops petersoni,Strigidae,Strigiformes,20.1,6.9,10.8,31.8,161.2,21.4,88.8,97.5,Forest,Carnivore,Invertivore,Insessorial,1.0,18835.64,-5.7,6.56,-77.61,-1.76
Megascops roboratus,Strigidae,Strigiformes,22.6,6.7,10.9,36.3,164.8,25.4,86.3,126.7,Woodland,Carnivore,Invertivore,Insessorial,1.0,79303.5,-7.1,-1.18,-80.08,-4.55
Megascops sanctaecatarinae,Strigidae,Strigiformes,19.4,7.3,11.7,30.1,200.7,18.8,102.3,179.7,Woodland,Carnivore,Invertivore,Insessorial,1.0,418281.17,-31.84,-25.57,-53.0,-28.67
Megascops seductus,Strigidae,Strigiformes,23.6,7.8,12.4,41.0,173.9,26.4,92.8,160.0,Woodland,Carnivore,Invertivore,Insessorial,1.0,90735.21,17.26,19.99,-100.73,18.62
Megascops trichopsis,Strigidae,Strigiformes,19.7,5.1,10.1,24.9,148.8,24.2,77.2,88.3,Forest,Carnivore,Invertivore,Insessorial,1.0,660977.77,12.76,31.89,-101.61,22.14
Megascops vermiculatus,Strigidae,Strigiformes,20.9,7.4,11.5,28.9,159.1,25.8,79.7,118.0,Forest,Carnivore,Invertivore,Insessorial,1.0,429930.99,-14.54,11.16,-73.7,0.8
Megascops watsonii,Strigidae,Strigiformes,23.2,8.2,13.3,34.2,165.6,25.2,90.6,129.0,Forest,Carnivore,Invertivore,Insessorial,1.0,6312593.48,-17.5,10.83,-63.16,-4.61
Micrathene whitneyi,Strigidae,Strigiformes,12.9,5.2,7.4,20.1,108.2,30.0,47.0,41.0,Shrubland,Carnivore,Invertivore,Insessorial,3.0,643111.79,17.2,35.08,-108.03,30.03
Nesasio solomonensis,Strigidae,Strigiformes,45.9,13.5,22.1,58.4,263.4,23.0,123.8,1155.0,Forest,Carnivore,Vertivore,Insessorial,1.0,13115.12,-8.58,-5.41,156.43,-6.74
Ninox affinis,Strigidae,Strigiformes,22.5,8.2,12.8,30.1,190.8,34.7,116.2,146.0,Forest,Carnivore,Invertivore,Insessorial,1.0,5655.23,10.51,13.57,92.78,12.28
Ninox boobook,Strigidae,Strigiformes,26.2,7.7,13.2,40.6,226.5,31.2,143.0,282.2,Forest,Carnivore,Invertivore,Insessorial,2.0,7695657.77,-39.24,-5.11,134.35,-25.4
Ninox burhani,Strigidae,Strigiformes,23.4,6.9,11.2,27.9,188.5,22.9,100.0,99.0,Forest,Carnivore,Invertivore,Insessorial,1.0,435.6,-0.57,-0.23,121.87,-0.43
Ninox connivens,Strigidae,Strigiformes,33.8,11.9,18.5,49.2,298.6,35.0,178.7,578.0,Forest,Carnivore,Vertivore,Insessorial,1.0,2759461.25,-39.48,2.65,140.75,-24.32
Ninox forbesi,Strigidae,Strigiformes,26.1,8.4,13.1,25.7,193.6,29.4,113.4,210.0,Forest,Carnivore,Invertivore,Insessorial,1.0,4268.15,-8.35,-6.98,131.37,-7.6
Ninox granti,Strigidae,Strigiformes,27.0,9.5,14.6,34.7,174.9,27.4,86.0,200.8,Forest,Carnivore,Invertivore,Insessorial,1.0,5477.09,-9.95,-9.24,160.16,-9.62
Ninox hantu,Strigidae,Strigiformes,25.9,8.4,12.5,29.1,193.1,31.1,117.9,210.0,Forest,Carnivore,Invertivore,Insessorial,1.0,8411.24,-3.84,-3.05,126.63,-3.42
Ninox hypogramma,Strigidae,Strigiformes,29.2,9.8,14.8,36.4,220.0,32.2,124.7,210.0,Forest,Carnivore,Invertivore,Insessorial,1.0,20104.79,-0.92,2.23,127.97,0.73
Ninox ios,Strigidae,Strigiformes,23.4,6.9,11.2,27.9,188.5,22.9,100.0,86.0,Forest,Carnivore,Invertivore,Insessorial,1.0,3684.39,-1.94,0.96,121.62,-0.66
Ninox jacquinoti,Strigidae,Strigiformes,27.9,10.1,14.9,40.1,188.0,22.4,93.0,200.8,Forest,Carnivore,Invertivore,Insessorial,1.0,17230.73,-9.21,-5.01,156.65,-6.85
Ninox japonica,Strigidae,Strigiformes,21.2,5.8,9.7,27.0,214.5,40.5,117.3,225.0,Forest,Carnivore,Invertivore,Insessorial,3.0,4144348.68,21.9,55.19,124.46,39.35
Ninox leucopsis,Strigidae,Strigiformes,24.5,7.5,13.2,36.3,206.6,32.0,113.3,190.0,Forest,Carnivore,Invertivore,Insessorial,2.0,68056.97,-43.64,-39.21,146.59,-41.94
Ninox leventisi,Strigidae,Strigiformes,21.3,6.2,11.4,30.7,163.8,27.2,72.9,127.9,Forest,Carnivore,Omnivore,Insessorial,1.0,252.94,9.08,9.26,124.72,9.17
Ninox malaitae,Strigidae,Strigiformes,24.7,9.5,13.6,30.3,157.0,26.4,87.5,200.8,Forest,Carnivore,Invertivore,Insessorial,1.0,4355.47,-9.8,-8.32,161.01,-9.0
Ninox meeki,Strigidae,Strigiformes,27.1,10.6,16.0,43.2,236.0,29.5,131.0,265.0,Forest,Carnivore,Invertivore,Insessorial,1.0,1830.14,-2.25,-1.96,146.91,-2.09
Ninox mindorensis,Strigidae,Strigiformes,20.9,6.3,10.5,27.2,159.8,28.6,83.6,113.0,Forest,Carnivore,Omnivore,Insessorial,1.0,9854.29,12.21,13.53,121.07,12.96
Ninox natalis,Strigidae,Strigiformes,25.8,8.1,12.8,39.2,189.8,26.3,115.5,184.0,Forest,Carnivore,Invertivore,Insessorial,1.0,137.18,-10.58,-10.42,105.64,-10.49
Ninox novaeseelandiae,Strigidae,Strigiformes,22.8,7.8,12.3,32.5,194.2,33.0,118.5,183.4,Forest,Carnivore,Invertivore,Insessorial,2.0,269367.33,-47.29,-28.99,171.49,-41.78
